"Broker","Seniority","Policies_in_force","Lapse","Payment","Premium","Cost_claims_year","N_claims_year","N_claims_history","Type_risk","Urban","Second_driver","Power","Cylinder_capacity","Value_vehicle","N_doors","Diesel","Length","Weight","Premium_class","age","Licence_time"
"0","1","1","0",0,4914,595.23,2,2,"passenger cars",0,0,94,1399,11890,"4",0,4.31,1047,"150-300","senior","experienced driver"
"1","1+","2","0",1,10134,106.28,3,9,"passenger cars",0,0,115,1149,9784.48,"5",1,3.71,900,"150-300","adult","experienced driver"
"1","1","1","0",0,3376,51.95,1,1,"passenger cars",0,0,65,1461,13900,"5",1,3.812,990,"150-300","adult","young driver"
"0","1","1","0",0,4764,121.24,2,2,"passenger cars",0,0,115,1753,18060,"3",1,4.337,1374,"150-300","adult","experienced driver"
"1","1","1","0",1,13909,882,1,1,"passenger cars",0,1,109,1796,27250,"5",1,4.359,1400,"300-450","adult","experienced driver"
"1","1+","2","0",0,11290,327.59,1,10,"passenger cars",1,0,105,1594,14625,"5",0,4.184,1197,"150-300","adult","experienced driver"
"1","1","2","0",0,14975,144.1,1,1,"vans",0,0,95,1560,17860,"5",1,4.157,1135,"300-450","70+","senior driver"
"0","1+","2","0",1,9925,187.94,2,3,"passenger cars",0,1,60,1299,9070,"3",0,3.62,935,"150-300","adult","experienced driver"
"0","1+","1","0",1,20410,123.89,1,4,"passenger cars",0,0,115,1560,20950,"5",1,4.372,1315,"450-600","adult","young driver"
"1","1","1","0",1,21729,882,1,1,"passenger cars",1,0,100,1560,22550,"5",1,4.253,1235,"600+","adult","young driver"
"1","1+","2","0",0,548,201.61,1,1,"passenger cars",0,0,120,1910,17430,"5",1,4.253,1305,"0-150","adult","young driver"
"1","1+","2","0",1,14787,201.28,1,6,"passenger cars",0,0,105,1870,27190,"5",1,4.425,1485,"300-450","adult","experienced driver"
"0","1+","3","0",1,21587,710.06,1,4,"passenger cars",0,1,100,1968,33490,"5",1,4.586,1470,"450-600","senior","senior driver"
"1","1+","2","0",1,11336,3201.42,2,9,"passenger cars",0,1,105,1149,11110,"5",1,3.71,910,"150-300","adult","experienced driver"
"1","1+","2","0",0,5919,67.08,2,3,"passenger cars",0,0,90,1753,14298.08,"2",1,4.29,1135,"150-300","senior","senior driver"
"0","1+","4","0",0,8588,765.83,1,7,"passenger cars",0,0,75,2295,34552.19,"5",1,4.65,1500,"150-300","senior","senior driver"
"1","1","1","0",0,22352,49.13,1,1,"passenger cars",0,1,100,1560,22550,"5",1,4.253,1235,"600+","senior","senior driver"
"1","1+","2","0",1,2651,359.56,1,3,"passenger cars",0,0,68,1896,12591.2,"4",1,4.28,1025,"150-300","adult","experienced driver"
"1","1","1","0",1,8200,287.63,1,1,"passenger cars",1,0,75,1248,16350,"5",1,4.065,1105,"150-300","adult","experienced driver"
"0","1","1","0",1,11052,47.92,1,1,"vans",0,0,70,2496,14280.05,"4",1,4.6,1462,"150-300","adult","experienced driver"
"1","1+","1","0",1,15358,95.1,1,2,"passenger cars",1,0,151,2429,23343.31,"5",0,4.896,1780,"300-450","senior","experienced driver"
"1","1+","1","0",1,12101,103.9,2,5,"passenger cars",0,0,110,1587,16830,"5",0,4.202,1176,"300-450","adult","experienced driver"
"0","1+","4","0",0,6088,150.25,1,11,"passenger cars",0,0,82,1686,14970,"5",0,4.11,1185,"150-300","senior","experienced driver"
"0","1+","6","1",0,4424,364.67,2,16,"passenger cars",0,1,86,1498,10289.33,"5",0,4.074,1087,"150-300","senior","senior driver"
"1","1+","1","0",0,20074,262.81,1,4,"passenger cars",0,0,105,1870,21466,"5",0,4.475,1290,"450-600","senior","senior driver"
"1","1","1","0",1,13364,882,1,1,"passenger cars",0,0,68,1896,12170.5,"5",1,3.88,1070,"300-450","senior","experienced driver"
"0","1+","1","0",1,9350,234.07,2,9,"passenger cars",0,0,75,1360,11560,"3",0,3.835,950,"150-300","adult","experienced driver"
"0","1+","3","1",0,14969,134.83,4,6,"passenger cars",0,0,65,5461,80050,"5",1,4.884,1915,"300-450","adult","experienced driver"
"0","1+","1","0",1,14457,1380.01,1,2,"passenger cars",0,0,82,1199,13090,"5",0,3.475,865,"300-450","70+","senior driver"
"0","1+","1","0",1,9760,1248.78,3,4,"passenger cars",0,0,100,1896,17063.3,"5",1,3.953,1169,"150-300","adult","experienced driver"
"1","1","1","0",0,13039,281.19,2,2,"vans",1,0,75,1390,13390,"6",0,3.995,1065,"300-450","adult","experienced driver"
"0","1+","5","0",1,20801,114.6,1,10,"passenger cars",1,0,60,1968,26976.77,"5",1,4.238,1320,"450-600","senior","experienced driver"
"1","1+","1","0",0,8232,956.89,2,12,"passenger cars",1,0,70,1398,15500,"5",1,4.03,1184,"150-300","young adult","experienced driver"
"1","1+","3","0",1,19345,882,1,4,"vans",0,0,133,2488,26838,"4",1,4.955,1830,"450-600","young adult","experienced driver"
"1","1+","3","0",0,492,486.92,1,3,"vans",0,0,64,1997,15460,"3",1,4.108,1165,"0-150","young adult",NA
"0","1+","2","0",0,12193,86.91,1,4,"passenger cars",0,0,90,1527,11500,"5",0,3.678,970,"300-450","70+","senior driver"
"0","1+","1","0",1,21593,119.25,1,13,"passenger cars",0,0,92,1560,20873.46,"4",1,4.38,1360,"450-600","adult","experienced driver"
"1","1","1","0",0,10473,64.32,1,1,"passenger cars",0,1,110,1896,18871.78,"5",1,4.511,1310,"150-300","senior","young driver"
"1","1","2","0",0,3452,882,1,1,"passenger cars",0,0,100,1753,19220,"5",1,4.174,1241,"150-300","senior","experienced driver"
"1","1","1","0",0,8940,979.27,2,2,"passenger cars",1,0,90,1197,13740,"5",0,4.061,1089,"150-300","adult","young driver"
"1","1+","4","0",1,2697,721,2,4,"passenger cars",0,0,64,1198,11225,"3",0,3.953,1015,"150-300","adult","experienced driver"
"0","1","1","0",0,8381,59.29,1,1,"passenger cars",0,0,136,1951,28451.91,"4",1,4.471,1450,"150-300","young adult","experienced driver"
"1","1","1","0",0,21606,67.11,1,1,"passenger cars",1,0,110,1968,26060,"4",1,4.765,1435,"450-600","young adult","young driver"
"1","1","3","0",0,8648,560.38,2,2,"vans",1,0,90,1868,12160,"6",1,3.995,945,"150-300","adult","experienced driver"
"1","1","3","0",0,9062,271.68,2,2,"vans",1,0,90,1868,14430,"6",1,4.108,1191,"150-300","adult","experienced driver"
"1","1+","3","0",1,21985,386.67,1,1,"passenger cars",0,1,99,1995,16850,"5",1,4.11,1325,"600+","senior","experienced driver"
"1","1","1","0",0,5837,272.7,1,1,"passenger cars",0,0,75,1686,15690,"5",1,4.11,1205,"150-300","adult","experienced driver"
"1","1+","1","0",0,15478,1064.24,3,11,"passenger cars",0,1,90,1997,18770,"5",1,4.202,1243,"300-450","adult","experienced driver"
"1","1+","1","0",1,18069,85.86,1,1,"passenger cars",1,1,100,999,16225,"5",0,3.969,1026,"300-450","adult","experienced driver"
"1","1+","2","0",0,4858,203.23,1,5,"passenger cars",0,1,90,1997,16320,"5",1,3.822,1145,"150-300","adult","experienced driver"
"1","1+","1","1",1,12046,49.95,1,8,"passenger cars",1,0,106,1598,11839.94,"5",0,4.28,1213,"300-450","adult","young driver"
"0","1+","4","1",0,9512,173.5,8,20,"passenger cars",1,0,60,1951,28451.91,"3",0,4.471,1450,"150-300","senior","experienced driver"
"1","1","2","0",1,14786,103.9,2,2,"passenger cars",0,0,115,1991,21200,"4",1,4.8,1591,"300-450","adult","experienced driver"
"1","1+","1","0",1,12724,183.43,1,2,"vans",0,0,75,1560,17355,"5",1,4.137,1294,"300-450","adult","experienced driver"
"0","1","2","0",1,19540,3648.88,1,1,"passenger cars",1,1,114,2184,19267,"5",1,4.264,1555,"450-600","senior","experienced driver"
"1","1","1","0",0,13558,945.93,2,2,"vans",0,0,112,1560,22475,"6",1,4.38,1426,"300-450","young adult","experienced driver"
"0","1+","1","0",1,15184,73.04,1,13,"vans",0,0,100,1870,21909,"5",1,5.182,1728,"300-450","adult","experienced driver"
"0","1+","1","0",1,20799,454.36,2,3,"passenger cars",0,0,95,1560,20700,"5",1,4.556,1287,"450-600","adult","young driver"
"1","1+","1","1",1,17161,120.13,1,7,"passenger cars",0,1,136,2148,32800,"4",1,4.343,1430,"300-450","adult","experienced driver"
"0","1+","1","0",0,11601,213.22,1,2,"passenger cars",0,0,115,1896,29630,"5",1,4.634,1678,"300-450","adult","experienced driver"
"1","1+","6","0",1,13634,334.14,1,8,"passenger cars",0,0,115,1461,28450,"5",1,4.634,1532,"300-450","adult","experienced driver"
"0","1","1","0",0,14658,882,1,1,"passenger cars",0,0,60,1149,11230,"5",0,3.71,900,"300-450","senior","experienced driver"
"0","1+","5","1",0,20109,10294.84,7,7,"vans",1,0,110,2178,22080,"2",1,4.749,1825,"450-600","adult","young driver"
"1","1+","3","1+",0,11385,375.08,1,4,"passenger cars",1,0,103,2498,35758.04,"5",1,4.72,1480,"300-450","adult","experienced driver"
"1","1+","2","1",1,12900,118.79,2,2,"passenger cars",1,0,86,1598,14965.2,"5",1,4.129,1055,"300-450","adult","experienced driver"
"0","1+","1","0",0,8637,125.23,1,3,"passenger cars",1,0,97,1399,13650,"4",0,4.28,1035,"150-300","adult","experienced driver"
"1","1+","1","0",0,16707,66.06,1,1,"vans",0,0,120,2402,21275.83,"5",1,5.651,1873,"300-450","adult","experienced driver"
"1","1+","1","0",1,17456,102.8,1,1,"passenger cars",0,0,90,1896,15995,"5",1,4.184,1266,"300-450","adult","experienced driver"
"1","1+","1","0",1,14661,882,1,3,"passenger cars",0,1,100,1896,16179.95,"5",1,3.953,1169,"300-450","adult","experienced driver"
"1","1+","1","0",0,17071,99.9,1,2,"passenger cars",0,0,130,1896,30310,"5",1,4.544,1450,"300-450","senior","experienced driver"
"1","1+","1","0",1,13048,151.37,1,3,"passenger cars",1,0,75,1896,29010,"3",1,4.547,1395,"300-450","adult","experienced driver"
"1","1","2","0",0,826,51.95,1,4,"passenger cars",1,1,90,1396,19599.93,"5",1,4.31,1282,"0-150","adult","experienced driver"
"0","1+","2","0",0,9849,961.28,2,10,"passenger cars",0,0,130,1896,32290,"5",1,4.634,1706,"150-300","adult","experienced driver"
"0","1+","5","1",1,12194,213.03,1,9,"passenger cars",0,1,110,1299,14020,"3",0,3.999,1075,"300-450","adult","experienced driver"
"0","1+","6","0",0,2076,70.18,3,5,"vans",0,0,94,1997,19923.2,"5",1,4.475,1561,"0-150","adult","experienced driver"
"0","1+","6","0",0,4227,19351.02,3,5,"passenger cars",0,0,94,1598,17550,"5",1,4.17,1210,"150-300","adult","experienced driver"
"0","1","1","0",0,20962,145.51,1,1,"passenger cars",0,0,245,1991,68800,"2",0,4.826,1780,"450-600","adult","experienced driver"
"1","1+","2","0",0,17580,108.76,1,10,"vans",0,0,80,2496,16341.52,"5",1,5.36,1645,"300-450","adult","experienced driver"
"0","1","2","0",1,10851,539.47,1,1,"passenger cars",0,0,170,2685,40823.11,"4",1,4.818,1650,"150-300","adult","experienced driver"
"0","1+","3","1",1,15064,43.26,1,9,"passenger cars",0,1,86,1997,17205,"5",0,4.188,1200,"300-450","adult","experienced driver"
"0","1","1","0",1,17266,882,1,1,"passenger cars",0,0,75,1686,15690,"5",1,4.11,1205,"300-450","young adult",NA
"0","1","1","0",0,13096,79.71,2,2,"passenger cars",0,0,82,1461,14788,"5",1,4.184,1175,"300-450","young adult",NA
"1","1","3","1",0,7350,88.86,1,1,"passenger cars",0,0,115,1997,21336,"5",1,4.276,1300,"150-300","adult","experienced driver"
"0","1+","2","0",0,17093,815.03,1,1,"passenger cars",0,1,90,1595,31400,"5",0,4.424,1395,"300-450","adult","experienced driver"
"0","1+","1","0",0,22744,3857.38,3,13,"passenger cars",0,0,160,1798,35010,"4",0,4.703,1450,"600+","adult","experienced driver"
"0","1+","1","0",0,22212,1345.43,1,3,"passenger cars",0,0,110,1197,20730,"5",0,4.263,1213,"600+","adult","experienced driver"
"0","1","1","0",1,13454,51.95,1,1,"passenger cars",0,0,60,1390,10816.53,"4",0,4.14,1050,"300-450","adult","young driver"
"1","1+","1","1",0,19348,150.25,1,10,"vans",0,0,67,1301,6997.27,"4",0,3.835,910,"450-600","adult","experienced driver"
"1","1+","1","0",0,6137,4235.58,3,5,"passenger cars",0,0,75,1360,12800,"3",0,3.822,1025,"150-300","adult","experienced driver"
"1","1+","1","0",0,10045,602.62,1,2,"vans",0,0,95,1997,18875.39,"5",1,4.44,1415,"150-300","senior","senior driver"
"0","1+","2","1",0,18488,882,1,3,"vans",0,0,150,2953,28628.8,"4",1,8.218,2248,"300-450","senior","experienced driver"
"0","1+","8","0",0,13402,211.56,2,11,"vans",0,0,125,2499,21200,"5",1,5.08,1720,"300-450","adult","experienced driver"
"0","1+","5","1+",1,12521,122.45,2,12,"passenger cars",0,0,150,1910,24870,"3",1,4.29,1330,"300-450","adult","experienced driver"
"0","1+","5","1+",1,16271,2572.05,2,12,"passenger cars",0,0,150,1910,31770,"3",1,4.66,1490,"300-450","adult","experienced driver"
"1","1+","3","0",1,12645,1017.02,2,2,"vans",0,0,108,2953,20031.73,"2",1,5.35,1930,"300-450","adult","experienced driver"
"0","1+","1","0",0,9511,882,1,18,"passenger cars",0,0,130,1998,22980,"5",1,4.731,1427,"150-300","70+","senior driver"
"0","1+","1","0",0,16943,882,1,9,"vans",0,0,88,2148,26801.8,"5",1,4.748,1840,"300-450","senior","experienced driver"
"1","1","1","0",0,3601,95.1,1,1,"passenger cars",0,0,100,1995,18630,"5",1,4.11,1330,"150-300","senior","senior driver"
"0","1+","7","1+",1,6095,196.02,4,12,"vans",0,1,90,1997,17460,"5",1,4.108,1280,"150-300","senior","senior driver"
"0","1+","2","0",0,9517,90.75,1,1,"passenger cars",0,0,95,1870,17399.3,"5",1,4.152,1300,"150-300","senior","experienced driver"
"1","1+","2","0",1,15383,77.5,1,8,"vans",0,0,100,1870,21909,"5",1,5.182,1728,"300-450","senior","experienced driver"
"0","1","1","0",0,4949,1155.97,2,2,"passenger cars",0,0,100,1753,19100,"4",1,4.382,1251,"150-300","adult","experienced driver"
"0","1+","1","0",0,17382,976.96,2,4,"passenger cars",0,1,150,1995,28300,"3",1,4.262,1395,"300-450","adult","experienced driver"
"1","1","1","0",0,21222,237.7,1,1,"passenger cars",0,0,150,1991,31800,"5",1,4.635,1770,"450-600","adult","experienced driver"
"1","1+","1","0",0,10467,983.76,2,8,"passenger cars",1,0,60,1242,11075,"3",0,3.84,860,"150-300","young adult","young driver"
"0","1+","3","0",1,6329,116.27,2,5,"passenger cars",0,1,112,1686,17970,"5",1,4.249,1275,"150-300","adult","experienced driver"
"1","1+","2","0",0,6067,1752.31,2,2,"passenger cars",0,0,75,1968,22374,"5",0,4.28,1430,"150-300","senior","experienced driver"
"1","1","1","0",1,15957,882,1,1,"passenger cars",0,1,84,1248,14600.01,"5",0,4.065,1110,"300-450","adult","experienced driver"
"0","1+","2","0",0,8266,663.38,1,7,"passenger cars",0,0,125,1995,34600,"5",1,4.656,1757,"150-300","adult","experienced driver"
"0","1+","4","0",0,18350,62.28,2,4,"passenger cars",0,1,132,1910,22270,"5",0,4.29,1333,"300-450","senior","senior driver"
"1","1+","1","1",0,12179,49.95,1,8,"passenger cars",0,0,70,1398,17788,"5",1,4.188,1202,"300-450","senior","experienced driver"
"1","1+","2","0",1,1088,56.99,1,1,"passenger cars",1,1,169,1809,27225.85,"3",0,4.535,1190,"0-150","senior","experienced driver"
"1","1+","3","0",0,2657,215.13,1,1,"passenger cars",0,0,140,1364,21687.57,"5",0,4.278,1394,"150-300","senior","experienced driver"
"1","1+","2","0",0,17502,126.57,1,4,"vans",1,0,65,1461,13580,"5",1,3.995,1085,"300-450","senior","experienced driver"
"0","1","2","0",0,10751,69.91,1,5,"vans",0,0,68,1896,20008,"4",1,4.655,1705,"150-300","adult","experienced driver"
"0","1","1","0",1,7768,87.91,1,1,"passenger cars",0,1,125,1781,24270,"5",0,4.152,1160,"150-300","senior","experienced driver"
"0","1+","1","0",0,4494,69.91,1,13,"vans",0,0,69,2496,12861.66,"4",1,4.6,1462,"150-300","senior","experienced driver"
"1","1+","1","0",1,16491,79.25,1,4,"passenger cars",0,0,100,1896,23530,"3",1,4.081,1292,"300-450","adult","experienced driver"
"1","1","1","0",1,7551,294.47,1,1,"passenger cars",0,0,90,1896,17459.4,"5",1,4.511,1285,"150-300","senior","experienced driver"
"1","1","1","0",1,17917,145.2,2,2,"vans",0,0,90,1905,16993.74,"5",1,4.44,1405,"300-450","70+","experienced driver"
"1","1+","3","0",1,4143,882,1,2,"passenger cars",0,0,105,1870,20840,"5",1,4.212,1290,"150-300","adult","experienced driver"
"1","1","1","0",0,14579,882,1,1,"passenger cars",0,0,115,1560,20650,"5",1,4.358,1269,"300-450","adult","experienced driver"
"0","1+","1","0",0,9667,636.11,2,2,"passenger cars",0,0,125,2172,22739.61,"5",1,4.317,1475,"150-300","adult","experienced driver"
"1","1","1","0",1,8933,882,1,6,"passenger cars",1,0,65,1870,10848.27,"5",1,3.71,960,"150-300","adult","experienced driver"
"0","1+","1","0",0,2601,670.13,1,5,"motorbikes",0,0,6,49,2599,"0",0,3.87,89,"150-300","young adult","experienced driver"
"1","1+","1","0",1,15369,86.03,1,8,"passenger cars",1,0,109,1991,25040.14,"5",1,3.838,1345,"300-450","adult","experienced driver"
"0","1+","2","0",0,7586,969.15,2,3,"passenger cars",0,0,90,1997,20686,"5",1,4.276,1300,"150-300","senior","experienced driver"
"1","1+","2","0",1,10640,405.37,1,3,"passenger cars",0,0,110,1997,20770,"5",1,4.202,1279,"150-300","adult","experienced driver"
"1","1","1","0",0,7347,71.51,1,1,"passenger cars",0,0,90,1896,18415.01,"5",1,4.02,1309,"150-300","adult","experienced driver"
"1","1","1","0",0,7353,328.25,1,1,"passenger cars",0,0,110,1896,20662.8,"5",1,4.397,1402,"150-300","adult","experienced driver"
"1","1","1","0",0,16216,1766.92,2,2,"passenger cars",1,0,125,2172,22739.61,"5",1,4.317,1475,"300-450","adult","experienced driver"
"1","1+","1","0",0,17171,56.85,1,4,"passenger cars",1,1,86,1197,17650,"5",0,3.954,1065,"300-450","adult","experienced driver"
"1","1","2","0",1,16724,882,1,1,"vans",0,0,92,1905,17633.7,"5",1,4.44,1405,"300-450","adult","experienced driver"
"0","1","1","0",0,5815,882,1,1,"passenger cars",0,0,75,1590,6683.25,"3",0,3.642,980,"150-300","senior","senior driver"
"1","1","1","0",1,15415,882,1,1,"passenger cars",0,0,110,1896,21360,"4",1,4.439,1286,"300-450","adult","experienced driver"
"0","1","1","0",0,21473,177.32,1,1,"passenger cars",0,0,193,2793,40159.63,"4",0,4.775,1575,"450-600","senior","experienced driver"
"1","1","1","0",0,18788,211.8,2,2,"passenger cars",0,0,110,1896,21360,"4",1,4.439,1286,"300-450","young adult","young driver"
"1","1","1","0",0,4958,61.86,1,1,"passenger cars",0,0,115,1753,19090,"5",1,4.342,1406,"150-300","adult","experienced driver"
"1","1+","2","0",0,627,68.07,1,1,"passenger cars",0,0,143,1993,23925,"4",0,4.805,1460,"0-150","adult","experienced driver"
"0","1","1","0",1,14346,63.17,1,1,"passenger cars",1,0,70,1867,12500,"5",1,3.835,1010,"300-450","young adult",NA
"0","1","1","0",1,16077,55.17,1,1,"passenger cars",0,0,105,1599,18250,"3",0,4.395,1233,"300-450","adult","experienced driver"
"0","1","2","0",0,12270,64.32,1,1,"passenger cars",0,0,204,3222,55288.96,"5",1,4.85,1870,"300-450","adult","experienced driver"
"1","1","1","0",1,6281,6662.31,1,1,"passenger cars",0,0,109,1587,21385,"4",0,4.52,1340,"150-300","adult","experienced driver"
"0","1","1","0",0,17630,948.06,2,2,"passenger cars",0,1,90,1389,12771.51,"3",0,3.921,1055,"300-450","adult","experienced driver"
"1","1+","1","0",1,16069,335.78,1,8,"passenger cars",0,0,100,1910,21440,"5",1,4.467,1538,"300-450","senior","experienced driver"
"1","1","1","0",0,9013,200.2,1,1,"passenger cars",1,0,75,1360,14510,"5",0,3.85,1089,"150-300","adult","experienced driver"
"0","1+","1","0",1,8155,281.67,1,1,"passenger cars",0,0,102,1998,30375.15,"4",1,4.515,1400,"150-300","adult","young driver"
"1","1","1","1",1,20141,60.75,1,1,"passenger cars",0,0,90,1997,20300,"5",1,4.419,1328,"450-600","adult","experienced driver"
"1","1","2","1",1,13458,326.57,2,2,"passenger cars",0,0,170,2171,35900,"4",0,4.775,1570,"300-450","senior","experienced driver"
"1","1","1","0",1,9769,67.11,1,1,"passenger cars",1,0,88,1753,16990.61,"4",1,4.48,1337,"150-300","senior","experienced driver"
"1","1+","3","0",0,685,369.36,1,2,"passenger cars",1,0,110,1896,25753.37,"4",1,4.479,1350,"0-150","adult","experienced driver"
"1","1","1","0",1,13266,882,1,1,"passenger cars",0,1,100,1595,14340.15,"5",0,4.02,1185,"300-450","adult","experienced driver"
"1","1+","1","0",0,15708,942.78,1,2,"passenger cars",1,1,90,1896,16095.1,"5",1,4.02,1270,"300-450","senior","experienced driver"
"1","1+","1","0",0,12659,694.67,1,1,"passenger cars",0,0,95,1397,18750,"5",0,4.329,1200,"300-450","senior","experienced driver"
"0","1+","2","0",0,22748,1625.78,1,3,"passenger cars",0,1,150,1997,31400,"5",1,4.524,1614,"600+","adult","young driver"
"1","1+","5","0",1,6638,133.68,1,1,"vans",0,0,90,1995,25872.88,"5",1,4.782,1832,"150-300","senior","senior driver"
"0","1","1","0",1,9929,132.59,1,1,"vans",0,0,90,1905,17204.09,"5",1,4.44,1435,"150-300","senior","experienced driver"
"0","1+","2","0",0,15456,600.43,1,9,"passenger cars",0,0,197,3222,45623.11,"4",1,4.818,1680,"300-450","adult","experienced driver"
"1","1","1","0",0,18394,105.02,1,1,"passenger cars",1,0,105,1461,21800,"5",1,4.263,1365,"300-450","adult","experienced driver"
"1","1","1","0",1,16526,63.17,1,1,"passenger cars",0,0,110,1560,26165,"5",1,4.745,1424,"300-450","adult","experienced driver"
"0","1","1","0",1,15655,3701.86,3,3,"vans",0,0,105,2953,21338,"2",1,5.427,1640,"300-450","adult","experienced driver"
