"Premium","Cost_claims_year","Power","Cylinder_capacity","Value_vehicle","Length","Weight","Broker","newClient","Policies_in_force","Lapse","Payment","N_claims_year","N_claims_history","Type_risk","Urban","Second_driver","N_doors","Diesel"
260.06,54.89,60,1587,19760,4.428,1360,"1","0","3","0","0","1","5+","passenger cars","1","0","3","0"
562.64,122.28,102,1991,20140,4.545,1481,"1","0","1","0","1","2","5+","passenger cars","0","0","3","0"
341.81,438.64,95,2953,22531.94,5.35,1900,"0","0","2","0","0","2","2 - 4","vans","0","0","5","1"
219.79,89.73,64,1896,11839.94,4.207,1135,"1","1","1","0","0","1","1","vans","1","0","4","1"
366.57,69.69,105,1896,22595,4.204,1287,"1","1","1","0","0","1","1","passenger cars","0","1","5","1"
811.05,538.3,65,1395,33467.77,4.388,1460,"1","0","2","0","0","2","2 - 4","passenger cars","0","1","5","1"
265.89,882,110,1686,20475,4.419,1428,"0","0","2","0","1","1","2 - 4","passenger cars","0","0","5","1"
297.99,175.11,75,2370,19154.26,5.107,1630,"1","0","2","1","0","1","5+","vans","0","0","5","1"
285.62,124.58,110,2960,51363.7,4.775,1560,"0","0","5","0","0","1","5+","passenger cars","0","0","5","1"
164.87,79.24,90,1997,17240,4.137,1206,"1","0","3","0","0","1","2 - 4","vans","0","0","3","1"
167.25,177.76,88,1731,13790,3.72,310,"0","0","2","0","0","1","5+","motorbikes","1","0","0","0"
291.12,83.37,163,1995,34500,4.52,1430,"1","1","1","0","0","2","2 - 4","passenger cars","0","0","4","1"
585.2,2364,84,1248,16600,4.065,1110,"0","1","1","0","1","1","1","passenger cars","0","1","5","0"
322.95,141.49,105,1896,25860,4.214,1295,"0","0","1","0","1","1","2 - 4","passenger cars","1","0","3","1"
380.65,57.89,68,1399,13550,3.916,1077,"0","0","2","0","1","1","5+","passenger cars","1","0","5","1"
375.95,882,150,1498,26476.59,4.234,1330,"1","0","2","0","0","1","1","passenger cars","1","0","5","0"
334.82,236.17,75,1275,10926.4,3.72,885,"1","1","1","0","0","1","1","passenger cars","0","0","3","0"
324.42,67.11,75,1360,12545,3.85,1005,"0","1","1","0","1","1","2 - 4","passenger cars","1","0","5","0"
205.98,84.64,140,1968,24550,4.467,1469,"0","0","3","0","1","1","5+","passenger cars","1","0","5","1"
219.51,667.83,75,1360,12480,3.835,950,"0","1","1","0","0","1","1","passenger cars","1","0","3","0"
264.99,150.25,110,1587,15060,3.822,1088,"0","1","2","0","1","1","1","passenger cars","0","0","5","0"
305.56,148.08,110,1867,17530,4.522,1354,"0","1","2","0","1","1","1","vans","0","0","5","0"
472.82,585.55,110,1896,19059.98,4.395,1199,"0","0","2","0","1","1","5+","passenger cars","1","0","5","1"
160.05,67.15,115,1753,20180,4.174,1204,"0","1","1","0","0","1","1","passenger cars","0","0","3","1"
310.63,1003.63,150,1995,25950,4.239,1310,"1","0","3","1","1","3","2 - 4","passenger cars","1","0","4","1"
500.96,741,110,1395,21800,4.282,1233,"0","0","2","0","0","1","2 - 4","passenger cars","1","0","5","1"
455.04,2773.9,60,1910,11945,3.835,1035,"0","0","1","0","1","3","5+","passenger cars","1","0","5","1"
443.3,970,105,1968,32640.06,4.426,1543,"1","0","3","0","1","4+","2 - 4","passenger cars","1","0","3","0"
350.32,140.51,110,1896,17627.69,4.184,1239,"1","1","1","0","0","2","2 - 4","passenger cars","1","0","5","1"
288.78,90.07,75,1360,12450,3.822,1025,"1","1","1","0","0","1","2 - 4","passenger cars","0","0","5","0"
285.31,943.78,48,883,9642,3.995,245,"0","0","1","0","0","1","5+","motorbikes","1","0","0","0"
565.19,163.48,65,2068,15325.81,4.54,1600,"0","1","1","0","1","1","1","vans","1","0","5","1"
496.72,142.88,75,1360,11560,3.835,950,"0","1","1","1","1","1","2 - 4","passenger cars","1","0","5","1"
746.26,486.21,84,1248,18315,4.035,1055,"0","1","1","0","0","1","1","passenger cars","1","0","5","0"
611.1,80.17,110,1582,23775,4.34,1263,"1","1","1","0","0","1","1","passenger cars","0","1","5","1"
323.87,882,90,1997,17205,4.188,1200,"1","0","1","1","1","1","2 - 4","passenger cars","0","0","5","1"
209.1,137.91,80,1461,16200,3.792,1185,"0","0","3","0","0","1","2 - 4","passenger cars","0","1","5","1"
780.82,1420.47,105,1896,18444.93,4.315,1250,"0","1","1","0","1","2","2 - 4","passenger cars","1","0","5","1"
243.17,155.48,106,1587,14875.35,4.53,1135,"0","0","2","0","0","1","5+","passenger cars","0","0","4","0"
294.89,226.43,136,1997,26800,4.676,1580,"0","0","1","0","0","1","1","passenger cars","0","0","4","1"
267.94,221.24,73,1360,13250,3.941,1030,"0","0","1","0","1","1","2 - 4","passenger cars","0","0","5","0"
278.64,90.75,109,2996,31183.51,4.74,1390,"0","0","1","0","0","1","5+","passenger cars","1","0","4","1"
1175.43,93.19,130,1995,34000,4.972,1860,"1","1","1","0","1","2","2 - 4","vans","0","1","5","1"
336.47,290.04,100,1995,23239.54,4.317,1428,"0","0","1","0","0","1","5+","passenger cars","0","0","5","1"
284.98,316.46,150,1896,22265,4.184,1301,"0","0","1","0","0","2","2 - 4","passenger cars","0","1","5","1"
278.53,538.66,133,2179,31240,4.615,1410,"1","0","2","0","0","1","1","passenger cars","0","1","4","1"
242.37,882,90,1689,21915.91,3.58,1095,"1","0","1","0","0","1","5+","passenger cars","0","0","5","1"
467.67,5024.99,100,1896,15571,3.953,1165,"1","1","1","0","1","2","2 - 4","passenger cars","0","0","5","1"
278.48,463.58,92,1560,21271.22,4.38,1407,"1","0","1","0","0","1","2 - 4","passenger cars","0","0","5","1"
309.7,222.81,110,1995,26150,4.782,1773,"1","0","4","0","0","3","5+","vans","0","0","5","1"
406.72,346.44,110,1995,30190,5.182,1902,"1","0","4","0","0","2","5+","vans","0","0","5","1"
272.53,378.82,60,1124,8642.55,3.678,815,"1","1","1","0","0","1","1","passenger cars","0","0","3","0"
312.61,213.85,71,1868,13529,4.108,1155,"1","0","2","0","0","1","5+","vans","0","0","4","1"
230.13,367.32,100,1596,16385,4.342,1264,"1","1","1","0","0","1","1","passenger cars","0","0","5","0"
213.71,882,68,1995,25950,4.239,1310,"0","0","6+","0","0","2","5+","passenger cars","0","1","5","1"
357.88,240.11,68,1796,42136.23,4.089,1315,"0","0","6+","0","0","2","5+","passenger cars","0","0","5","1"
248.67,302.83,110,1896,19035,4.439,1286,"0","1","1","0","0","1","1","passenger cars","0","0","4","1"
198.62,305.27,109,2464,32187,5.399,1918,"1","0","3","0","0","1","2 - 4","vans","0","0","5","1"
286.26,784.95,90,1461,26950,4.406,1430,"1","0","4","0","1","2","5+","passenger cars","0","0","5","1"
254.26,882,125,1796,22230,4.267,1195,"1","0","1","0","1","1","2 - 4","passenger cars","0","0","2","0"
270.32,421.63,102,2461,19082.13,4.835,1582,"1","1","2","0","0","2","2 - 4","vans","0","0","2","1"
238.12,139.94,68,1399,12710,3.916,1063,"1","1","1","0","0","2","2 - 4","passenger cars","0","0","3","1"
312.6,194.03,85,1896,24040.48,4.152,1260,"1","0","3","1","1","1","2 - 4","passenger cars","0","1","5","1"
278.91,65.34,110,1868,12610,3.995,945,"1","0","5","0","1","1","5+","vans","0","0","5","1"
625.28,2198.41,129,1951,28451.91,4.471,1450,"1","0","4","0","0","4+","5+","passenger cars","1","0","5","1"
224.51,49.95,59,999,7900,3.495,830,"1","0","2","0","0","1","5+","passenger cars","0","0","5","0"
578.12,228.54,105,1560,22400,4.38,1390,"0","0","2","0","1","4+","5+","passenger cars","1","0","5","1"
204.7,440.87,85,1390,16520,4.052,1000,"1","0","2","0","1","1","2 - 4","passenger cars","1","0","5","0"
430.71,193.21,100,1870,22810,4.782,1678,"0","0","3","0","1","4+","5+","vans","1","0","5","1"
239.13,882,100,1398,16270,3.85,1022,"0","0","3","0","0","4+","5+","passenger cars","1","1","5","1"
197.4,882,190,1299,9290,3.62,890,"1","0","2","0","0","1","2 - 4","passenger cars","0","1","2","1"
471.86,882,75,2283,12549.13,4.49,1445,"1","1","1","0","0","1","1","vans","1","0","6","1"
119.97,61.86,15,125,3499,2.5,189,"1","1","2","0","0","1","1","motorbikes","1","0","0","0"
376.51,188.02,100,1870,21909,5.182,1728,"1","0","1","0","1","1","5+","vans","0","0","5","1"
429.49,241.37,127,2800,21080,4.655,1785,"1","0","2","0","1","1","5+","vans","1","0","5","1"
469.64,4870,105,1598,20780,4.263,1211,"1","1","1","0","1","2","2 - 4","passenger cars","1","0","5","1"
296.2,882,130,1896,17068.74,4.02,1270,"0","0","2","0","1","4+","5+","passenger cars","0","0","2","1"
228.73,1104.2,90,1753,17180,4.174,1211,"1","0","1","0","0","1","1","passenger cars","0","0","5","1"
268.03,68.83,65,1870,12230,3.71,995,"0","1","1","0","0","1","1","passenger cars","1","0","5","1"
510.56,882,82,1896,24268.87,4.675,1370,"0","0","3","1","1","2","5+","passenger cars","1","0","5","1"
326.29,1024.03,144,2902,27005,4.925,2003,"1","1","3","0","1","2","2 - 4","passenger cars","0","0","5","1"
310.04,148.49,60,1391,9264.96,3.815,970,"1","0","1","0","1","1","1","passenger cars","0","0","3","0"
277.26,101.45,110,1560,16550,3.822,1130,"1","0","1","0","0","1","1","passenger cars","1","0","5","1"
278.38,60.62,136,2231,25200,4.36,1485,"1","0","4","0","0","1","2 - 4","passenger cars","0","0","5","1"
306.45,882,136,2496,16654.05,4.616,1787,"1","0","6+","1","1","2","2 - 4","vans","1","0","4","1"
319.94,2186.56,130,1896,27450,4.703,1387,"1","1","1","0","0","1","2 - 4","passenger cars","0","0","4","1"
261.46,65.34,125,999,19650,4.358,1205,"1","0","1","0","0","1","1","passenger cars","0","0","5","0"
464.98,540.29,115,1995,28175,5.182,1810,"1","1","1","0","0","3","2 - 4","vans","0","0","5","1"
207.05,346.29,130,1998,27090,4.731,1430,"1","1","1","0","0","1","1","passenger cars","0","0","4","1"
264.74,195.86,60,1598,23856.62,4.397,1539,"0","0","3","0","0","1","5+","passenger cars","0","0","4","1"
219.94,595.23,94,1399,11890,4.31,1047,"0","1","1","0","0","2","2 - 4","passenger cars","0","0","4","0"
284.65,106.28,115,1149,9784.48,3.71,900,"1","0","2","0","1","3","5+","passenger cars","0","0","5","1"
192.12,51.95,65,1461,13900,3.812,990,"1","1","1","0","0","1","1","passenger cars","0","0","5","1"
217.79,121.24,115,1753,18060,4.337,1374,"0","1","1","0","0","2","2 - 4","passenger cars","0","0","3","1"
335.19,882,109,1796,27250,4.359,1400,"1","1","1","0","1","1","1","passenger cars","0","1","5","1"
299.34,327.59,105,1594,14625,4.184,1197,"1","0","2","0","0","1","5+","passenger cars","1","0","5","0"
352.14,144.1,95,1560,17860,4.157,1135,"1","1","2","0","0","1","1","vans","0","0","5","1"
282.07,187.94,60,1299,9070,3.62,935,"0","0","2","0","1","2","2 - 4","passenger cars","0","1","3","0"
506.35,123.89,115,1560,20950,4.372,1315,"0","0","1","0","1","1","2 - 4","passenger cars","0","0","5","1"
606.35,882,100,1560,22550,4.253,1235,"1","1","1","0","1","1","1","passenger cars","1","0","5","1"
87.29,201.61,120,1910,17430,4.253,1305,"1","0","2","0","0","1","1","passenger cars","0","0","5","1"
349.09,201.28,105,1870,27190,4.425,1485,"1","0","2","0","1","1","5+","passenger cars","0","0","5","1"
591.61,710.06,100,1968,33490,4.586,1470,"0","0","3","0","1","1","2 - 4","passenger cars","0","1","5","1"
299.98,3201.42,105,1149,11110,3.71,910,"1","0","2","0","1","2","5+","passenger cars","0","1","5","1"
233.32,67.08,90,1753,14298.08,4.29,1135,"1","0","2","0","0","2","2 - 4","passenger cars","0","0","2","1"
265.86,765.83,75,2295,34552.19,4.65,1500,"0","0","4","0","0","1","5+","passenger cars","0","0","5","1"
699.12,49.13,100,1560,22550,4.253,1235,"1","1","1","0","0","1","1","passenger cars","0","1","5","1"
168.19,359.56,68,1896,12591.2,4.28,1025,"1","0","2","0","1","1","2 - 4","passenger cars","0","0","4","1"
261,287.63,75,1248,16350,4.065,1105,"1","1","1","0","1","1","1","passenger cars","1","0","5","1"
296.23,47.92,70,2496,14280.05,4.6,1462,"0","1","1","0","1","1","1","vans","0","0","4","1"
358.49,95.1,151,2429,23343.31,4.896,1780,"1","0","1","0","1","1","2 - 4","passenger cars","1","0","5","0"
310.01,103.9,110,1587,16830,4.202,1176,"1","0","1","0","1","2","5+","passenger cars","0","0","5","0"
235.57,150.25,82,1686,14970,4.11,1185,"0","0","4","0","0","1","5+","passenger cars","0","0","5","0"
212.56,364.67,86,1498,10289.33,4.074,1087,"0","0","6+","1","0","2","5+","passenger cars","0","1","5","0"
488.32,262.81,105,1870,21466,4.475,1290,"1","0","1","0","0","1","2 - 4","passenger cars","0","0","5","0"
327.26,882,68,1896,12170.5,3.88,1070,"1","1","1","0","1","1","1","passenger cars","0","0","5","1"
275.1,234.07,75,1360,11560,3.835,950,"0","0","1","0","1","2","5+","passenger cars","0","0","3","0"
352.04,134.83,65,5461,80050,4.884,1915,"0","0","3","1","0","4+","5+","passenger cars","0","0","5","1"
343.62,1380.01,82,1199,13090,3.475,865,"0","0","1","0","1","1","2 - 4","passenger cars","0","0","5","0"
280.03,1248.78,100,1896,17063.3,3.953,1169,"0","0","1","0","1","3","2 - 4","passenger cars","0","0","5","1"
322.95,281.19,75,1390,13390,3.995,1065,"1","1","1","0","0","2","2 - 4","vans","1","0","6","0"
530.5,114.6,60,1968,26976.77,4.238,1320,"0","0","5","0","1","1","5+","passenger cars","1","0","5","1"
261.41,956.89,70,1398,15500,4.03,1184,"1","0","1","0","0","2","5+","passenger cars","1","0","5","1"
457.8,882,133,2488,26838,4.955,1830,"1","0","3","0","1","1","2 - 4","vans","0","0","4","1"
82.89,486.92,64,1997,15460,4.108,1165,"1","0","3","0","0","1","2 - 4","vans","0","0","3","1"
311.3,86.91,90,1527,11500,3.678,970,"0","0","2","0","0","1","2 - 4","passenger cars","0","0","5","0"
592.42,119.25,92,1560,20873.46,4.38,1360,"0","0","1","0","1","1","5+","passenger cars","0","0","4","1"
288.86,64.32,110,1896,18871.78,4.511,1310,"1","1","1","0","0","1","1","passenger cars","0","1","5","1"
193.89,882,100,1753,19220,4.174,1241,"1","1","2","0","0","1","1","passenger cars","0","0","5","1"
270.05,979.27,90,1197,13740,4.061,1089,"1","1","1","0","0","2","2 - 4","passenger cars","1","0","5","0"
169.99,721,64,1198,11225,3.953,1015,"1","0","4","0","1","2","2 - 4","passenger cars","0","0","3","0"
263.25,59.29,136,1951,28451.91,4.471,1450,"0","1","1","0","0","1","1","passenger cars","0","0","4","1"
593.75,67.11,110,1968,26060,4.765,1435,"1","1","1","0","0","1","1","passenger cars","1","0","4","1"
266.57,560.38,90,1868,12160,3.995,945,"1","1","3","0","0","2","2 - 4","vans","1","0","6","1"
271.53,271.68,90,1868,14430,4.108,1191,"1","1","3","0","0","2","2 - 4","vans","1","0","6","1"
636.9,386.67,99,1995,16850,4.11,1325,"1","0","3","0","1","1","1","passenger cars","0","1","5","1"
232.27,272.7,75,1686,15690,4.11,1205,"1","1","1","0","0","1","1","passenger cars","0","0","5","1"
360.51,1064.24,90,1997,18770,4.202,1243,"1","0","1","0","0","3","5+","passenger cars","0","1","5","1"
418.71,85.86,100,999,16225,3.969,1026,"1","0","1","0","1","1","1","passenger cars","1","1","5","0"
219.15,203.23,90,1997,16320,3.822,1145,"1","0","2","0","0","1","5+","passenger cars","0","1","5","1"
309.27,49.95,106,1598,11839.94,4.28,1213,"1","0","1","1","1","1","5+","passenger cars","1","0","5","0"
277.1,173.5,60,1951,28451.91,4.471,1450,"0","0","4","1","0","4+","5+","passenger cars","1","0","3","0"
349.05,103.9,115,1991,21200,4.8,1591,"1","1","2","0","1","2","2 - 4","passenger cars","0","0","4","1"
318.55,183.43,75,1560,17355,4.137,1294,"1","0","1","0","1","1","2 - 4","vans","0","0","5","1"
465.08,3648.88,114,2184,19267,4.264,1555,"0","1","2","0","1","1","1","passenger cars","1","1","5","1"
330.22,945.93,112,1560,22475,4.38,1426,"1","1","1","0","0","2","2 - 4","vans","0","0","6","1"
355.56,73.04,100,1870,21909,5.182,1728,"0","0","1","0","1","1","5+","vans","0","0","5","1"
530.43,454.36,95,1560,20700,4.556,1287,"0","0","1","0","1","2","2 - 4","passenger cars","0","0","5","1"
395.06,120.13,136,2148,32800,4.343,1430,"1","0","1","1","1","1","5+","passenger cars","0","1","4","1"
303.31,213.22,115,1896,29630,4.634,1678,"0","0","1","0","0","1","2 - 4","passenger cars","0","0","5","1"
331.29,334.14,115,1461,28450,4.634,1532,"1","0","6+","0","1","1","5+","passenger cars","0","0","5","1"
346.84,882,60,1149,11230,3.71,900,"0","1","1","0","0","1","1","passenger cars","0","0","5","0"
490.4,10294.84,110,2178,22080,4.749,1825,"0","0","5","1","0","4+","5+","vans","1","0","2","1"
300.62,375.08,103,2498,35758.04,4.72,1480,"1","0","3","1","0","1","2 - 4","passenger cars","1","0","5","1"
321.14,118.79,86,1598,14965.2,4.129,1055,"1","0","2","1","1","2","2 - 4","passenger cars","1","0","5","1"
266.46,125.23,97,1399,13650,4.28,1035,"0","0","1","0","0","1","2 - 4","passenger cars","1","0","4","0"
384.89,66.06,120,2402,21275.83,5.651,1873,"1","0","1","0","0","1","1","vans","0","0","5","1"
402.87,102.8,90,1896,15995,4.184,1266,"1","0","1","0","1","1","1","passenger cars","0","0","5","1"
346.88,882,100,1896,16179.95,3.953,1169,"1","0","1","0","1","1","2 - 4","passenger cars","0","1","5","1"
392.94,99.9,130,1896,30310,4.544,1450,"1","0","1","0","0","1","2 - 4","passenger cars","0","0","5","1"
323.05,151.37,75,1896,29010,4.547,1395,"1","0","1","0","1","1","2 - 4","passenger cars","1","0","3","1"
102.24,51.95,90,1396,19599.93,4.31,1282,"1","1","2","0","0","1","2 - 4","passenger cars","1","1","5","1"
281.14,961.28,130,1896,32290,4.634,1706,"0","0","2","0","0","2","5+","passenger cars","0","0","5","1"
311.32,213.03,110,1299,14020,3.999,1075,"0","0","5","1","1","1","5+","passenger cars","0","1","3","0"
146.29,70.18,94,1997,19923.2,4.475,1561,"0","0","6+","0","0","3","5+","vans","0","0","5","1"
209.3,19351.02,94,1598,17550,4.17,1210,"0","0","6+","0","0","3","5+","passenger cars","0","0","5","1"
540.92,145.51,245,1991,68800,4.826,1780,"0","1","1","0","0","1","1","passenger cars","0","0","2","0"
406.21,108.76,80,2496,16341.52,5.36,1645,"1","0","2","0","0","1","5+","vans","0","0","5","1"
293.65,539.47,170,2685,40823.11,4.818,1650,"0","1","2","0","1","1","1","passenger cars","0","0","4","1"
353.52,43.26,86,1997,17205,4.188,1200,"0","0","3","1","1","1","5+","passenger cars","0","1","5","0"
398.16,882,75,1686,15690,4.11,1205,"0","1","1","0","1","1","1","passenger cars","0","0","5","1"
323.68,79.71,82,1461,14788,4.184,1175,"0","1","1","0","0","2","2 - 4","passenger cars","0","0","5","1"
251.04,88.86,115,1997,21336,4.276,1300,"1","1","3","1","0","1","1","passenger cars","0","0","5","1"
393.41,815.03,90,1595,31400,4.424,1395,"0","0","2","0","0","1","1","passenger cars","0","1","5","0"
836.29,3857.38,160,1798,35010,4.703,1450,"0","0","1","0","0","3","5+","passenger cars","0","0","4","0"
668.85,1345.43,110,1197,20730,4.263,1213,"0","0","1","0","0","1","2 - 4","passenger cars","0","0","5","0"
328.76,51.95,60,1390,10816.53,4.14,1050,"0","1","1","0","1","1","1","passenger cars","0","0","4","0"
457.85,150.25,67,1301,6997.27,3.835,910,"1","0","1","1","0","1","5+","vans","0","0","4","0"
236.16,4235.58,75,1360,12800,3.822,1025,"1","0","1","0","0","3","5+","passenger cars","0","0","3","0"
283.57,602.62,95,1997,18875.39,4.44,1415,"1","0","1","0","0","1","2 - 4","vans","0","0","5","1"
430.93,882,150,2953,28628.8,8.218,2248,"0","0","2","1","0","1","2 - 4","vans","0","0","4","1"
327.87,211.56,125,2499,21200,5.08,1720,"0","0","6+","0","0","2","5+","vans","0","0","5","1"
315.52,122.45,150,1910,24870,4.29,1330,"0","0","5","1","1","2","5+","passenger cars","0","0","3","1"
374.71,2572.05,150,1910,31770,4.66,1490,"0","0","5","1","1","2","5+","passenger cars","0","0","3","1"
317.37,1017.02,108,2953,20031.73,5.35,1930,"1","0","3","0","1","2","2 - 4","vans","0","0","2","1"
277.09,882,130,1998,22980,4.731,1427,"0","0","1","0","0","1","5+","passenger cars","0","0","5","1"
390.01,882,88,2148,26801.8,4.748,1840,"0","0","1","0","0","1","5+","vans","0","0","5","1"
197.28,95.1,100,1995,18630,4.11,1330,"1","1","1","0","0","1","1","passenger cars","0","0","5","1"
235.67,196.02,90,1997,17460,4.108,1280,"0","0","6+","1","1","4+","5+","vans","0","1","5","1"
277.15,90.75,95,1870,17399.3,4.454,1300,"0","0","2","0","0","1","1","passenger cars","0","0","5","1"
358.81,77.5,100,1870,21909,5.182,1728,"1","0","2","0","1","1","5+","vans","0","0","5","1"
220.52,1155.97,100,1753,19100,4.382,1251,"0","1","1","0","0","2","2 - 4","passenger cars","0","0","4","1"
401.13,976.96,150,1995,28300,4.262,1395,"0","0","1","0","0","2","2 - 4","passenger cars","0","1","3","1"
559.11,237.7,150,1991,31800,4.635,1770,"1","1","1","0","0","1","1","passenger cars","0","0","5","1"
288.79,983.76,60,1242,11075,3.84,860,"1","0","1","0","0","2","5+","passenger cars","1","0","3","0"
238.61,116.27,112,1686,17970,4.249,1275,"0","0","3","0","1","2","5+","passenger cars","0","1","5","1"
